type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
ensemble-centralities:leiden,3,50,0.2,102.0,16.0,0.2886968453725179,37.333333333333336,50.0,0.0,23,1068,127,127,1345,0.15333333333333332,0.8937238493723849,0.15333333333333332,0.8111524163568773,0.15333333333333332
ensemble-centralities:df_node_similarity,3,50,0.2,114.0,12.0,9.540480772654215,0.0,33.333333333333336,0.0,12,1057,88,138,1345,0.08,0.8845188284518829,0.12,0.7947955390334572,0.09599999999999999
jordan:leiden,1,2,0.30000000000000004,19.0,21.0,0.08511519432067871,0.0,39.0,14.0,2,86,37,0,88,1.0,1.0,0.05128205128205128,1.0,0.09756097560975609
centrality-cm:betweenness:leiden,1,5,0.30000000000000004,8.0,13.0,0.05020928382873535,7.0,37.0,2.0,1,213,36,4,222,0.2,0.9815668202764977,0.02702702702702703,0.963963963963964,0.047619047619047616
centrality-cm:betweenness:df_node_similarity,1,5,0.30000000000000004,5.0,10.0,0.4396247863769531,4.0,31.0,0.0,2,214,29,3,222,0.4,0.9861751152073732,0.06451612903225806,0.972972972972973,0.1111111111111111
rumor:leiden,1,5,0.30000000000000004,8.0,13.0,0.11188960075378418,4.0,26.0,2.0,3,215,23,2,222,0.6,0.9907834101382489,0.11538461538461539,0.9819819819819819,0.1935483870967742
rumor:df_node_similarity,1,5,0.30000000000000004,5.0,10.0,0.5463597774505615,4.0,19.0,0.0,2,214,17,3,222,0.4,0.9861751152073732,0.10526315789473684,0.972972972972973,0.16666666666666666
jordan:leiden,1,5,0.30000000000000004,8.0,13.0,0.05244565010070801,2.0,64.0,2.0,4,216,60,1,222,0.8,0.9953917050691244,0.0625,0.990990990990991,0.11594202898550725
jordan:df_node_similarity,1,5,0.30000000000000004,5.0,10.0,0.4308016300201416,3.0,55.0,0.0,3,215,52,2,222,0.6,0.9907834101382489,0.05454545454545454,0.9819819819819819,0.09999999999999999
netsleuth-cm:leiden,1,5,0.30000000000000004,8.0,13.0,0.025774717330932617,3.0,25.0,2.0,3,215,22,2,222,0.6,0.9907834101382489,0.12,0.9819819819819819,0.19999999999999998
netsleuth-cm:df_node_similarity,1,5,0.30000000000000004,5.0,10.0,0.40889930725097656,11.0,18.0,0.0,1,213,17,4,222,0.2,0.9815668202764977,0.05555555555555555,0.963963963963964,0.08695652173913045
ensemble:leiden,1,5,0.30000000000000004,8.0,13.0,0.20535540580749512,6.0,41.0,1.0,1,213,40,4,222,0.2,0.9815668202764977,0.024390243902439025,0.963963963963964,0.04347826086956522
ensemble:df_node_similarity,1,5,0.30000000000000004,5.0,10.0,1.758781909942627,6.0,26.0,0.0,2,214,24,3,222,0.4,0.9861751152073732,0.07692307692307693,0.972972972972973,0.12903225806451613
ensemble-centralities:leiden,1,5,0.30000000000000004,7.0,12.0,0.07245707511901855,3.0,54.0,2.0,3,215,51,2,222,0.6,0.9907834101382489,0.05555555555555555,0.9819819819819819,0.10169491525423728
