type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
ensemble-centralities:df_node_similarity,3,5,0.7000000000000001,5.0,6.0,7.233798901240031,1.0,34.0,15.0,12,1161,90,3,1179,0.8,0.9974226804123711,0.11764705882352941,0.9949109414758269,0.20512820512820512
centrality-cm:betweenness:leiden,3,50,0.7000000000000001,118.0,10.666666666666666,0.21591655413309732,28.0,61.333333333333336,2.0,81,1159,103,69,1378,0.54,0.9438110749185668,0.44021739130434784,0.8998548621190131,0.48502994011976047
centrality-cm:betweenness:df_node_similarity,3,50,0.7000000000000001,139.0,3.6666666666666665,3.9363905588785806,0.0,31.333333333333332,8.0,32,1110,62,118,1378,0.21333333333333335,0.9039087947882736,0.3404255319148936,0.8287373004354136,0.26229508196721313
rumor:leiden,3,50,0.7000000000000001,121.0,9.666666666666666,0.5665542284647623,0.0,27.333333333333332,1.0,50,1128,32,100,1378,0.3333333333333333,0.9185667752442996,0.6097560975609756,0.8548621190130624,0.43103448275862066
rumor:df_node_similarity,3,50,0.7000000000000001,139.0,3.6666666666666665,7.770443280537923,0.0,12.666666666666666,8.0,5,1083,33,145,1378,0.03333333333333333,0.8819218241042345,0.13157894736842105,0.7895500725689405,0.05319148936170213
jordan:leiden,3,50,0.7000000000000001,120.0,10.0,0.11604038874308269,2.6666666666666665,245.0,1.0,142,1220,593,8,1378,0.9466666666666667,0.993485342019544,0.19319727891156463,0.988388969521045,0.32090395480225986
jordan:df_node_similarity,3,50,0.7000000000000001,139.0,3.6666666666666665,2.660865227381388,0.0,18.333333333333332,8.0,12,1090,43,138,1378,0.08,0.8876221498371335,0.21818181818181817,0.7997097242380261,0.11707317073170732
netsleuth-cm:leiden,3,50,0.7000000000000001,118.0,10.666666666666666,0.15904736518859863,47.0,72.66666666666667,1.0,26,1104,192,124,1378,0.17333333333333334,0.8990228013029316,0.11926605504587157,0.8200290275761973,0.14130434782608697
netsleuth-cm:df_node_similarity,3,50,0.7000000000000001,139.0,3.6666666666666665,2.7230321566263833,0.0,20.666666666666668,8.0,2,1080,60,148,1378,0.013333333333333334,0.8794788273615635,0.03225806451612903,0.7851959361393324,0.018867924528301886
ensemble:leiden,3,50,0.7000000000000001,120.0,10.0,0.8514902591705322,16.333333333333332,149.0,1.0,102,1180,345,48,1378,0.68,0.9609120521172638,0.22818791946308725,0.93033381712627,0.3417085427135679
ensemble:df_node_similarity,3,50,0.7000000000000001,139.0,3.6666666666666665,15.765811999638876,0.0,26.666666666666668,8.0,12,1090,68,138,1378,0.08,0.8876221498371335,0.15,0.7997097242380261,0.10434782608695653
ensemble-centralities:leiden,3,50,0.7000000000000001,119.0,10.333333333333334,0.28835344314575195,21.0,80.0,1.0,98,1176,142,52,1378,0.6533333333333333,0.9576547231270358,0.4083333333333333,0.9245283018867925,0.5025641025641027
ensemble-centralities:df_node_similarity,3,50,0.7000000000000001,139.0,3.6666666666666665,9.142607927322388,28.666666666666668,51.0,8.0,52,1130,101,98,1378,0.3466666666666667,0.9201954397394136,0.33986928104575165,0.8577648766328012,0.3432343234323432
centrality-cm:betweenness:leiden,3,2,0.8,25.0,10.333333333333334,0.15008878707885742,0.0,88.0,1.0,6,1187,258,0,1193,1.0,1.0,0.022727272727272728,1.0,0.044444444444444446
centrality-cm:betweenness:df_node_similarity,3,2,0.8,6.0,4.0,3.069868008295695,0.0,40.333333333333336,9.0,6,1187,115,0,1193,1.0,1.0,0.049586776859504134,1.0,0.09448818897637795
rumor:leiden,3,2,0.8,27.0,11.0,0.37772854169209796,0.3333333333333333,41.0,3.0,5,1186,118,1,1193,0.8333333333333334,0.9991575400168492,0.04065040650406504,0.9983235540653814,0.07751937984496124
rumor:df_node_similarity,3,2,0.8,6.0,4.0,6.181120872497559,1.6666666666666667,15.333333333333334,9.0,2,1183,44,4,1193,0.3333333333333333,0.9966301600673968,0.043478260869565216,0.9932942162615256,0.07692307692307691
jordan:leiden,3,2,0.8,24.0,10.0,0.09564296404520671,0.0,267.0,1.0,6,1187,795,0,1193,1.0,1.0,0.00749063670411985,1.0,0.01486988847583643
jordan:df_node_similarity,3,2,0.8,6.0,4.0,2.022352854410807,0.6666666666666666,32.0,9.0,4,1185,92,2,1193,0.6666666666666666,0.9983150800336984,0.041666666666666664,0.9966471081307627,0.0784313725490196
netsleuth-cm:leiden,3,2,0.8,23.0,9.666666666666666,0.05318347613016764,1.6666666666666667,80.0,0.0,1,1182,239,5,1193,0.16666666666666666,0.995787700084246,0.004166666666666667,0.991617770326907,0.008130081300813007
netsleuth-cm:df_node_similarity,3,2,0.8,6.0,4.0,2.053216060002645,1.3333333333333333,22.0,9.0,2,1183,64,4,1193,0.3333333333333333,0.9966301600673968,0.030303030303030304,0.9932942162615256,0.05555555555555555
ensemble:leiden,3,2,0.8,24.0,10.0,0.620920737584432,0.0,211.66666666666666,0.0,6,1187,629,0,1193,1.0,1.0,0.009448818897637795,1.0,0.0187207488299532
ensemble:df_node_similarity,3,2,0.8,6.0,4.0,12.24190354347229,0.6666666666666666,31.666666666666668,9.0,4,1185,91,2,1193,0.6666666666666666,0.9983150800336984,0.042105263157894736,0.9966471081307627,0.0792079207920792
ensemble-centralities:leiden,3,2,0.8,23.0,9.666666666666666,0.23110540707906088,0.0,139.66666666666666,2.0,6,1187,413,0,1193,1.0,1.0,0.014319809069212411,1.0,0.028235294117647056
