type,experiment,sources,detected,normalized,per_community,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
netsleuth-cm:df_node_similarity,8,"0,2,32,33","2,14","OrderedDict([(14, 1.0), (2, 1.0), (33, 0.8747411972560214), (18, 0.8625168795998059), (20, 0.8237378459741796), (32, 0.8126829571074586), (26, 0.7190244356611881), (27, 0.7190244356611869), (31, 0.3885852858652408), (23, 0.37314051990100816), (7, 0.33167472016886895), (19, 0.24915873465800709), (11, 0.24915873465800709), (6, 0.24915873465800653), (0, 0.17036782461352343), (17, 0.16521629862686935), (8, 0.15421400043174976), (13, 0.11849879190390862), (3, 0.11523813782853692), (28, 0.0), (1, 0.0)])","{0: {32: 0.10540925533894573, 33: 0.17525354479271615, 14: 0.316227766016838, 18: 0.16149552041574985, 20: 0.11785113019775784, 23: -0.3892797519221469, 26: -1.421426255628305e-16, 27: -1.3910010231506317e-15, 28: -0.8092358192631887, 31: -0.3718972302462307}, 1: {0: -0.09534625892455925, 1: -0.3015113445777637, 2: 0.9086061533763627, 3: -0.1620596575598018, 6: -7.059392378598622e-16, 7: 0.09985403792762303, 8: -0.11489428422579809, 11: -6.949056497441694e-17, 13: -0.15811388300841908, 17: -0.10158021066217478, 19: -4.3727488599070466e-17}}",0.0019426345825195312,0,0,1,14,1,3,21,0.25,0.8235294117647058,0.5,0.7142857142857143,0.3333333333333333
ensemble:leiden,8,"0,2,32,33","2,28",{},"{0: {8: 0.49559704574352176, 14: 0.4761907944355266, 18: 0.4701763656433811, 20: 0.5494977170602185, 23: 0.41193727381071166, 26: 0.4273962110087792, 27: 0.2929606625258799, 28: 0.6739130434782609, 31: 0.47619079353902033, 32: 0.32874716600078174, 33: 0.5347118965816021}, 1: {0: 0.3899115368214641, 1: 0.2833333333333333, 2: 0.5333333333333333, 3: 0.46601794796841906, 6: 0.2855318263272753, 7: 0.4390339718988629, 11: 0.35153397189886276, 13: 0.4390339718988629, 17: 0.35674230523219624, 19: 0.35674230523219613}}",0.007517099380493164,0,0,1,14,1,3,21,0.25,0.8235294117647058,0.5,0.7142857142857143,0.3333333333333333
ensemble:eigenvector,8,"0,2,32,33","2,28",{},"{0: {8: 0.49559704574352176, 14: 0.4761907944355266, 18: 0.4701763656433811, 20: 0.5494977170602185, 23: 0.41193727381071166, 26: 0.4273962110087792, 27: 0.2929606625258799, 28: 0.6739130434782609, 31: 0.47619079353902033, 32: 0.32874716600078174, 33: 0.5347118965816021}, 1: {0: 0.3899115368214641, 1: 0.2833333333333333, 2: 0.5333333333333333, 3: 0.46601794796841906, 6: 0.2855318263272753, 7: 0.4390339718988629, 11: 0.35153397189886276, 13: 0.4390339718988629, 17: 0.35674230523219624, 19: 0.35674230523219613}}",0.006858110427856445,0,0,1,14,1,3,21,0.25,0.8235294117647058,0.5,0.7142857142857143,0.3333333333333333
ensemble:louvain,8,"0,2,32,33","2,28",{},"{0: {8: 0.49559704574352176, 14: 0.4761907944355266, 18: 0.4701763656433811, 20: 0.5494977170602185, 23: 0.41193727381071166, 26: 0.4273962110087792, 27: 0.2929606625258799, 28: 0.6739130434782609, 31: 0.47619079353902033, 32: 0.32874716600078174, 33: 0.5347118965816021}, 1: {0: 0.3899115368214641, 1: 0.2833333333333333, 2: 0.5333333333333333, 3: 0.46601794796841906, 6: 0.2855318263272753, 7: 0.4390339718988629, 11: 0.35153397189886276, 13: 0.4390339718988629, 17: 0.35674230523219624, 19: 0.35674230523219613}}",0.0069732666015625,0,0,1,14,1,3,21,0.25,0.8235294117647058,0.5,0.7142857142857143,0.3333333333333333
ensemble:greedy_modularity,8,"0,2,32,33","2,28",{},"{0: {32: 0.32874716600078174, 33: 0.5347118965816021, 8: 0.49559704574352176, 14: 0.4761907944355266, 18: 0.4701763656433811, 20: 0.5494977170602185, 23: 0.41193727381071166, 26: 0.4273962110087792, 27: 0.2929606625258799, 28: 0.6739130434782609, 31: 0.47619079353902033}, 1: {0: 0.3899115368214641, 1: 0.2833333333333333, 2: 0.5333333333333333, 3: 0.46601794796841906, 6: 0.2855318263272753, 7: 0.4390339718988629, 11: 0.35153397189886276, 13: 0.4390339718988629, 17: 0.35674230523219624, 19: 0.35674230523219613}}",0.00766301155090332,0,0,1,14,1,3,21,0.25,0.8235294117647058,0.5,0.7142857142857143,0.3333333333333333
ensemble:label_propagation,8,"0,2,32,33",19,{},"{0: {0: 0.5149955725895051, 1: 0.43698541496600524, 2: 0.6093454311287387, 3: 0.4130643152881895, 6: 0.3006819063020277, 7: 0.48805896703797397, 8: 0.616238517620543, 11: 0.3337719298245614, 13: 0.7885407203153312, 14: 0.007769423558897242, 17: 0.19568931354280272, 18: 0.2672394501865722, 19: 0.9372192953968873, 20: 0.2961309939943718, 23: 0.4452171031954734, 26: 0.2807415794844331, 27: 0.6166080244161672, 28: 0.6515426189337395, 31: 0.7821575478408551, 32: 0.6614238955282555, 33: 0.6490520568406272}}",0.009495019912719727,0,0,0,13,1,4,21,0.0,0.7647058823529411,0.0,0.6190476190476191,0
ensemble:infomap,8,"0,2,32,33","2,28",{},"{0: {8: 0.49559704574352176, 14: 0.4761907944355266, 18: 0.4701763656433811, 20: 0.5494977170602185, 23: 0.41193727381071166, 26: 0.4273962110087792, 27: 0.2929606625258799, 28: 0.6739130434782609, 31: 0.47619079353902033, 32: 0.32874716600078174, 33: 0.5347118965816021}, 1: {0: 0.3899115368214641, 1: 0.2833333333333333, 2: 0.5333333333333333, 3: 0.46601794796841906, 6: 0.2855318263272753, 7: 0.4390339718988629, 11: 0.35153397189886276, 13: 0.4390339718988629, 17: 0.35674230523219624, 19: 0.35674230523219613}}",0.006468057632446289,0,0,1,14,1,3,21,0.25,0.8235294117647058,0.5,0.7142857142857143,0.3333333333333333
ensemble:surprise_communities,8,"0,2,32,33","2,6,8,11,17,19,26,27,28",{},"{0: {8: 0.6190476190476191, 14: 0.43639601484059093, 18: 0.43639601484059093, 20: 0.43639601484059093, 32: 0.5093526015294824, 33: 0.3333333333333333}, 1: {0: 0.3933598466080532, 1: 0.5454545454545454, 2: 0.8449103514354829, 3: 0.7449526189906779, 7: 0.37244101072547897, 13: 0.6666666666666666}, 2: {23: 0.3333333333333333, 27: 0.3333333333333333}, 3: {28: 0.3333333333333333, 31: 0.3333333333333333}, 4: {6: 0.0}, 5: {11: 0.0}, 6: {19: 0.0}, 7: {26: 0.0}, 8: {17: 0.0}}",0.010115861892700195,7,3,1,14,8,3,21,0.25,0.8235294117647058,0.1111111111111111,0.7142857142857143,0.15384615384615383
ensemble:walktrap,8,"0,2,32,33","2,33",{},"{0: {0: 0.3901226082045078, 1: 0.25555555555555554, 2: 0.5370370370370371, 3: 0.3631040706342037, 6: 0.2830529115526688, 7: 0.4597645892626389, 8: 0.38885322648136517, 11: 0.3497195782193357, 13: 0.3887059465076521, 17: 0.32585399254640507, 19: 0.3538348045567843}, 1: {14: 0.6190476190476191, 18: 0.5732199122475543, 20: 0.560293567705679, 23: 0.39213288842147226, 26: 0.5230220689185302, 27: 0.5329078945938291, 28: 0.3408521303258145, 31: 0.39728114374288315, 32: 0.4162577275571228, 33: 0.6249137324186739}}",0.006836414337158203,0,0,2,15,0,2,21,0.5,0.8823529411764706,1.0,0.8095238095238095,0.6666666666666666
ensemble:df_node_similarity,8,"0,2,32,33","2,33",{},"{0: {32: 0.4162577275571228, 33: 0.6249137324186739, 14: 0.6190476190476191, 18: 0.5732199122475543, 20: 0.560293567705679, 23: 0.39213288842147226, 26: 0.5230220689185302, 27: 0.5329078945938291, 28: 0.3408521303258145, 31: 0.39728114374288315}, 1: {0: 0.3901226082045078, 1: 0.25555555555555554, 2: 0.5370370370370371, 3: 0.3631040706342037, 6: 0.2830529115526688, 7: 0.4597645892626389, 8: 0.38885322648136517, 11: 0.3497195782193357, 13: 0.3887059465076521, 17: 0.32585399254640507, 19: 0.3538348045567843}}",0.006730794906616211,0,0,2,15,0,2,21,0.5,0.8823529411764706,1.0,0.8095238095238095,0.6666666666666666
ensemble-centralities:leiden,8,"0,2,32,33","0,33",{},"{0: {8: 0.05555555555555556, 14: 0.05555555555555556, 18: 0.05555555555555556, 20: 0.05555555555555556, 23: 0.11988304093567254, 26: 0.0, 27: 0.05555555555555556, 28: 0.05555555555555556, 31: 0.11988304093567254, 32: 0.46491228070175444, 33: 1.0}, 1: {0: 1.0, 1: 0.495253164556962, 2: 0.25632911392405067, 3: 0.25632911392405067, 6: 0.0, 7: 0.1875, 11: 0.0, 13: 0.1875, 17: 0.0625, 19: 0.0625}}",0.002836942672729492,0,0,2,15,0,2,21,0.5,0.8823529411764706,1.0,0.8095238095238095,0.6666666666666666
ensemble-centralities:eigenvector,8,"0,2,32,33","0,33",{},"{0: {8: 0.05555555555555556, 14: 0.05555555555555556, 18: 0.05555555555555556, 20: 0.05555555555555556, 23: 0.11988304093567254, 26: 0.0, 27: 0.05555555555555556, 28: 0.05555555555555556, 31: 0.11988304093567254, 32: 0.46491228070175444, 33: 1.0}, 1: {0: 1.0, 1: 0.495253164556962, 2: 0.25632911392405067, 3: 0.25632911392405067, 6: 0.0, 7: 0.1875, 11: 0.0, 13: 0.1875, 17: 0.0625, 19: 0.0625}}",0.0028061866760253906,0,0,2,15,0,2,21,0.5,0.8823529411764706,1.0,0.8095238095238095,0.6666666666666666
ensemble-centralities:louvain,8,"0,2,32,33","0,33",{},"{0: {8: 0.05555555555555556, 14: 0.05555555555555556, 18: 0.05555555555555556, 20: 0.05555555555555556, 23: 0.11988304093567254, 26: 0.0, 27: 0.05555555555555556, 28: 0.05555555555555556, 31: 0.11988304093567254, 32: 0.46491228070175444, 33: 1.0}, 1: {0: 1.0, 1: 0.495253164556962, 2: 0.25632911392405067, 3: 0.25632911392405067, 6: 0.0, 7: 0.1875, 11: 0.0, 13: 0.1875, 17: 0.0625, 19: 0.0625}}",0.002793550491333008,0,0,2,15,0,2,21,0.5,0.8823529411764706,1.0,0.8095238095238095,0.6666666666666666
ensemble-centralities:greedy_modularity,8,"0,2,32,33","0,33",{},"{0: {32: 0.46491228070175444, 33: 1.0, 8: 0.05555555555555556, 14: 0.05555555555555556, 18: 0.05555555555555556, 20: 0.05555555555555556, 23: 0.11988304093567254, 26: 0.0, 27: 0.05555555555555556, 28: 0.05555555555555556, 31: 0.11988304093567254}, 1: {0: 1.0, 1: 0.495253164556962, 2: 0.25632911392405067, 3: 0.25632911392405067, 6: 0.0, 7: 0.1875, 11: 0.0, 13: 0.1875, 17: 0.0625, 19: 0.0625}}",0.0028939247131347656,0,0,2,15,0,2,21,0.5,0.8823529411764706,1.0,0.8095238095238095,0.6666666666666666
ensemble-centralities:label_propagation,8,"0,2,32,33",33,{},"{0: {0: 0.8988667432471469, 1: 0.3340218858950848, 2: 0.6265492432639408, 3: 0.18505102006542928, 6: 0.0, 7: 0.13636363636363638, 8: 0.1976951962542741, 11: 0.0, 13: 0.2729380369870284, 14: 0.045454545454545456, 17: 0.045454545454545456, 18: 0.045454545454545456, 19: 0.1465970388881052, 20: 0.045454545454545456, 23: 0.0934953615068889, 26: 0.0, 27: 0.11179322598630959, 28: 0.09789202152314547, 31: 0.21010929512370438, 32: 0.5108497410370609, 33: 1.0}}",0.005592823028564453,0,0,1,14,0,3,21,0.25,0.8235294117647058,1.0,0.7142857142857143,0.4
ensemble-centralities:infomap,8,"0,2,32,33","0,33",{},"{0: {8: 0.05555555555555556, 14: 0.05555555555555556, 18: 0.05555555555555556, 20: 0.05555555555555556, 23: 0.11988304093567254, 26: 0.0, 27: 0.05555555555555556, 28: 0.05555555555555556, 31: 0.11988304093567254, 32: 0.46491228070175444, 33: 1.0}, 1: {0: 1.0, 1: 0.495253164556962, 2: 0.25632911392405067, 3: 0.25632911392405067, 6: 0.0, 7: 0.1875, 11: 0.0, 13: 0.1875, 17: 0.0625, 19: 0.0625}}",0.0050220489501953125,0,0,2,15,0,2,21,0.5,0.8823529411764706,1.0,0.8095238095238095,0.6666666666666666
ensemble-centralities:surprise_communities,8,"0,2,32,33","0,6,11,17,19,26,27,28,32",{},"{0: {8: 0.0, 14: 0.0, 18: 0.0, 20: 0.0, 32: 1.0, 33: 1.0}, 1: {0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 7: 0.0, 13: 0.0}, 2: {23: 0.0, 27: 0.0}, 3: {28: 0.0, 31: 0.0}, 4: {6: 0.0}, 5: {11: 0.0}, 6: {19: 0.0}, 7: {26: 0.0}, 8: {17: 0.0}}",0.004754304885864258,7,2,2,15,7,2,21,0.5,0.8823529411764706,0.2222222222222222,0.8095238095238095,0.30769230769230765
ensemble-centralities:walktrap,8,"0,2,32,33","0,33",{},"{0: {0: 1.0, 1: 0.4255663430420712, 2: 0.32146709816612734, 3: 0.22707659115426107, 6: 0.0, 7: 0.16666666666666669, 8: 0.05555555555555556, 11: 0.0, 13: 0.16666666666666669, 17: 0.05555555555555556, 19: 0.05555555555555556}, 1: {14: 0.0625, 18: 0.0625, 20: 0.0625, 23: 0.1358695652173913, 26: 0.0, 27: 0.0625, 28: 0.0625, 31: 0.1358695652173913, 32: 0.4211956521739131, 33: 1.0}}",0.004949331283569336,0,0,2,15,0,2,21,0.5,0.8823529411764706,1.0,0.8095238095238095,0.6666666666666666
ensemble-centralities:df_node_similarity,8,"0,2,32,33","0,33",{},"{0: {32: 0.4211956521739131, 33: 1.0, 14: 0.0625, 18: 0.0625, 20: 0.0625, 23: 0.1358695652173913, 26: 0.0, 27: 0.0625, 28: 0.0625, 31: 0.1358695652173913}, 1: {0: 1.0, 1: 0.4255663430420712, 2: 0.32146709816612734, 3: 0.22707659115426107, 6: 0.0, 7: 0.16666666666666669, 8: 0.05555555555555556, 11: 0.0, 13: 0.16666666666666669, 17: 0.05555555555555556, 19: 0.05555555555555556}}",0.0051097869873046875,0,0,2,15,0,2,21,0.5,0.8823529411764706,1.0,0.8095238095238095,0.6666666666666666
ensembleRJN:leiden,0,"0,33","2,8,10",{},"{0: {8: 0.6424242424242425, 14: 0.5344674139977487, 15: 0.49157391411611223, 26: 0.5579395008810316, 29: 0.30303030303030304, 30: 0.42327259069874673, 31: 0.4195962821830957, 32: 0.578435058842897, 33: 0.5221174330508217}, 1: {0: 0.40077795563789204, 4: 0.306547619047619, 10: 0.6398809523809524, 11: 0.6190333381322423, 19: 0.4133443289107599, 21: 0.4529795986299369}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",0.01565098762512207,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:eigenvector,0,"0,33","3,10,29",{},"{0: {8: 0.6090518758728937, 14: 0.5654904159251336, 15: 0.5768702970639048, 26: 0.5803138114039766, 27: 0.3226381461675579, 29: 0.6158645276292335, 30: 0.43558005174924036, 31: 0.519869849171195, 32: 0.4600065831752027, 33: 0.5871048492302502}, 1: {0: 0.40077795563789204, 4: 0.306547619047619, 10: 0.6398809523809524, 11: 0.6190333381322423, 19: 0.4133443289107599, 21: 0.4529795986299369}, 2: {2: 0.3333333333333333, 3: 0.41403963312383113, 7: 0.3333333333333333}}",0.011950254440307617,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:louvain,0,"0,33","2,11,31",{},"{0: {8: 0.5834725951605754, 14: 0.5458333119790528, 15: 0.5562496407508591, 19: 0.48640582889057943, 26: 0.30863254392666156, 29: 0.37381525140426414, 30: 0.49038807605480167, 31: 0.6363636363636364, 32: 0.43969692409221334, 33: 0.5656176173489325}, 1: {0: 0.4668481670310623, 4: 0.3976934474457489, 10: 0.3259259259259259, 11: 0.6666666666666666, 21: 0.4474995048386439}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",0.007422924041748047,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:greedy_modularity,0,"0,33","8,10,27",{},"{0: {32: 0.578435058842897, 33: 0.5221174330508217, 8: 0.6424242424242425, 14: 0.5344674139977487, 15: 0.49157391411611223, 26: 0.5579395008810316, 29: 0.30303030303030304, 30: 0.42327259069874673, 31: 0.4195962821830957}, 1: {0: 0.40077795563789204, 19: 0.4133443289107599, 4: 0.306547619047619, 21: 0.4529795986299369, 10: 0.6398809523809524, 11: 0.6190333381322423}, 2: {27: 0.6666666666666666, 2: 0.5400680342955763, 3: 0.2836429464837554, 7: 0.2833333333333333}}",0.00739288330078125,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:label_propagation,0,"0,33","2,4",{},"{0: {32: 0.33375570496909823, 33: 0.4143997573401274, 2: 0.4761904761904762, 8: 0.3408037130056553, 14: 0.42184973206702486, 15: 0.35045568432390467, 19: 0.37196051041257344, 26: 0.24323222439660797, 27: 0.4657239302089515, 29: 0.316087094467547, 30: 0.38984401567920696, 31: 0.37337304372878305}, 1: {0: 0.44311951863334986, 3: 0.2872987664637509, 4: 0.6355555555555555, 7: 0.28, 10: 0.4844831844196919, 11: 0.4754862793495421, 21: 0.5014836176531808}}",0.006865739822387695,0,3,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:infomap,0,"0,33","2,8,10",{},"{0: {8: 0.6424242424242425, 14: 0.5344674139977487, 15: 0.49157391411611223, 26: 0.5579395008810316, 29: 0.30303030303030304, 30: 0.42327259069874673, 31: 0.4195962821830957, 32: 0.578435058842897, 33: 0.5221174330508217}, 1: {0: 0.40077795563789204, 4: 0.306547619047619, 10: 0.6398809523809524, 11: 0.6190333381322423, 19: 0.4133443289107599, 21: 0.4529795986299369}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",0.011179924011230469,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:surprise_communities,0,"0,33","3,4,8,11,19,21,27,29",{},"{0: {8: 0.6571969696969697, 14: 0.4439975565702079, 15: 0.44399755657020795, 30: 0.4648308899035412, 31: 0.4136945262671776, 32: 0.550334228133394, 33: 0.3333333333333333}, 1: {0: 0.05244483328461138, 2: 0.16666666666666666, 3: 0.6111111111111112, 7: 0.37678383816337996}, 2: {4: 0.3333333333333333, 10: 0.0}, 3: {26: 0.3333333333333333, 29: 0.3333333333333333}, 4: {21: 0.0}, 5: {27: 0.0}, 6: {19: 0.0}, 7: {11: 0.0}}",0.010411739349365234,6,2,0,15,8,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:walktrap,0,"0,33","2,4,11,15",{},"{0: {14: 0.5072826007779347, 15: 0.6666666666666666, 19: 0.4732859196062101, 26: 0.47197425214478744, 29: 0.5433820737360908, 30: 0.30303030303030304, 31: 0.3126730733049688, 32: 0.47171985260137855, 33: 0.6102719089561001}, 1: {0: 0.4668481670310623, 3: 0.33102678077908226, 7: 0.3037037037037037, 11: 0.6666666666666666, 21: 0.4474995048386439}, 2: {2: 0.6666666666666666, 8: 0.19999999999999998, 27: 0.6278878313298267}, 3: {4: 0.3333333333333333, 10: 0.0}}",0.0075740814208984375,2,2,0,15,4,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:df_node_similarity,0,"0,33","2,8",{},"{0: {0: 0.5267975560119905, 2: 0.6778896821730483, 3: 0.650932400932401, 4: 0.4580806621827513, 7: 0.4396405666738836, 10: 0.2728729603729604, 11: 0.5589989972130129, 19: 0.5286959669099827, 21: 0.5286959669099826, 27: 0.35153978975380534}, 1: {32: 0.578435058842897, 33: 0.5221174330508217, 8: 0.6424242424242425, 14: 0.5344674139977487, 15: 0.49157391411611223, 26: 0.5579395008810316, 29: 0.30303030303030304, 30: 0.42327259069874673, 31: 0.4195962821830957}}",0.009150266647338867,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:leiden,1,"0,33","13,15",{},"{0: {8: 0.5795402942085558, 9: 0.5540286232279857, 15: 0.6350958497641114, 18: 0.33528265107212474, 23: 0.5775909764697645, 26: 0.6073180719863337, 29: 0.6229126138966651, 31: 0.6073180719863337, 32: 0.5423976608187134, 33: 0.6331465320253201}, 1: {0: 0.6224596021769305, 1: 0.4997831645114521, 2: 0.21038961038961038, 3: 0.6132340939160374, 11: 0.6060606060606061, 12: 0.5324341973465672, 13: 0.6514729834479728, 17: 0.562126932600175, 19: 0.6128633271490408}}",0.010148048400878906,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:eigenvector,1,"0,33","13,15",{},"{0: {8: 0.5795402942085558, 9: 0.5540286232279857, 15: 0.6350958497641114, 18: 0.33528265107212474, 23: 0.5775909764697645, 26: 0.6073180719863337, 29: 0.6229126138966651, 31: 0.6073180719863337, 32: 0.5423976608187134, 33: 0.6331465320253201}, 1: {0: 0.6224596021769305, 1: 0.4997831645114521, 2: 0.21038961038961038, 3: 0.6132340939160374, 11: 0.6060606060606061, 12: 0.5324341973465672, 13: 0.6514729834479728, 17: 0.562126932600175, 19: 0.6128633271490408}}",0.00951838493347168,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:louvain,1,"0,33","13,15",{},"{0: {8: 0.5795402942085558, 9: 0.5540286232279857, 15: 0.6350958497641114, 18: 0.33528265107212474, 23: 0.5775909764697645, 26: 0.6073180719863337, 29: 0.6229126138966651, 31: 0.6073180719863337, 32: 0.5423976608187134, 33: 0.6331465320253201}, 1: {0: 0.6224596021769305, 1: 0.4997831645114521, 2: 0.21038961038961038, 3: 0.6132340939160374, 11: 0.6060606060606061, 12: 0.5324341973465672, 13: 0.6514729834479728, 17: 0.562126932600175, 19: 0.6128633271490408}}",0.007081747055053711,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:greedy_modularity,1,"0,33","13,15",{},"{0: {32: 0.5423976608187134, 33: 0.6331465320253201, 8: 0.5795402942085558, 9: 0.5540286232279857, 15: 0.6350958497641114, 18: 0.33528265107212474, 23: 0.5775909764697645, 26: 0.6073180719863337, 29: 0.6229126138966651, 31: 0.6073180719863337}, 1: {0: 0.6224596021769305, 1: 0.4997831645114521, 2: 0.21038961038961038, 3: 0.6132340939160374, 11: 0.6060606060606061, 12: 0.5324341973465672, 13: 0.6514729834479728, 17: 0.562126932600175, 19: 0.6128633271490408}}",0.0073664188385009766,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:label_propagation,1,"0,33","13,15",{},"{0: {32: 0.5423976608187134, 33: 0.6331465320253201, 8: 0.5795402942085558, 9: 0.5540286232279857, 15: 0.6350958497641114, 18: 0.33528265107212474, 23: 0.5775909764697645, 26: 0.6073180719863337, 29: 0.6229126138966651, 31: 0.6073180719863337}, 1: {0: 0.6224596021769305, 1: 0.4997831645114521, 2: 0.21038961038961038, 3: 0.6132340939160374, 11: 0.6060606060606061, 12: 0.5324341973465672, 13: 0.6514729834479728, 17: 0.562126932600175, 19: 0.6128633271490408}}",0.006910800933837891,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:infomap,1,"0,33","13,15",{},"{0: {8: 0.5795402942085558, 9: 0.5540286232279857, 15: 0.6350958497641114, 18: 0.33528265107212474, 23: 0.5775909764697645, 26: 0.6073180719863337, 29: 0.6229126138966651, 31: 0.6073180719863337, 32: 0.5423976608187134, 33: 0.6331465320253201}, 1: {0: 0.6224596021769305, 1: 0.4997831645114521, 2: 0.21038961038961038, 3: 0.6132340939160374, 11: 0.6060606060606061, 12: 0.5324341973465672, 13: 0.6514729834479728, 17: 0.562126932600175, 19: 0.6128633271490408}}",0.009506702423095703,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:surprise_communities,1,"0,33","8,9,11,13,17,18,31",{},"{0: {0: 0.44125649085718455, 1: 0.38520361765710986, 2: 0.5707070707070706, 3: 0.42803030303030304, 12: 0.39163141198466916, 13: 0.5780759990379654, 19: 0.4654007333743648}, 1: {8: 0.6205929487179488, 15: 0.3803698638547979, 23: 0.3607986142726205, 26: 0.3717864601741921, 29: 0.4928985936997936, 32: 0.2740384615384615, 33: 0.3936168272337562}, 2: {31: 0.0}, 3: {9: 0.0}, 4: {11: 0.0}, 5: {17: 0.0}, 6: {18: 0.0}}",0.009999513626098633,5,2,0,15,7,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:walktrap,1,"0,33","8,29",{},"{0: {0: 0.5496669421479438, 1: 0.5684709699324532, 2: 0.5876618234916738, 3: 0.622713946311791, 8: 0.6955795155475654, 9: 0.42424242424242425, 11: 0.5507522623975737, 12: 0.4901596233835252, 13: 0.3773148148148148, 17: 0.6034887812280725, 19: 0.5428719262936536}, 1: {15: 0.5005056668919158, 18: 0.5827651038749947, 23: 0.3860904537048999, 26: 0.3642929972141357, 29: 0.6994949494949495, 31: 0.3116161616161616, 32: 0.4034693696029679, 33: 0.4345379283388218}}",0.006715297698974609,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:df_node_similarity,1,"0,33","13,15",{},"{0: {32: 0.5423976608187134, 33: 0.6331465320253201, 8: 0.5795402942085558, 9: 0.5540286232279857, 15: 0.6350958497641114, 18: 0.33528265107212474, 23: 0.5775909764697645, 26: 0.6073180719863337, 29: 0.6229126138966651, 31: 0.6073180719863337}, 1: {0: 0.6224596021769305, 1: 0.4997831645114521, 2: 0.21038961038961038, 3: 0.6132340939160374, 11: 0.6060606060606061, 12: 0.5324341973465672, 13: 0.6514729834479728, 17: 0.562126932600175, 19: 0.6128633271490408}}",0.009891986846923828,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensembleRJN:leiden,2,"0,33","1,6,28",{},"{0: {8: 0.5751304303780196, 15: 0.4427996374604235, 18: 0.479643433743981, 22: 0.28205128205128205, 28: 0.6666666666666666, 29: 0.42635398794084806, 30: 0.5345369903325462, 31: 0.5747488253040952, 32: 0.5401019180114144, 33: 0.5182208500140831}, 1: {0: 0.5929917515936736, 1: 0.7519898936063577, 2: 0.7102783022382644, 7: 0.49361855126888793, 9: 0.27130573600519453, 13: 0.7236842105263158, 19: 0.29904306220095694, 21: 0.5055784103527676}, 2: {4: 0.27777777777777773, 5: 0.5936398293713717, 6: 0.6381130812757458, 10: 0.5, 16: 0.5376002627133107}}",0.01258540153503418,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
ensembleRJN:eigenvector,2,"0,33","7,10,31",{},"{0: {8: 0.3823221930141704, 9: 0.48305313683663226, 15: 0.5525713504922706, 18: 0.4772719591863006, 22: 0.28205128205128205, 28: 0.5677817323014034, 29: 0.5641025641025641, 30: 0.5178135707248627, 31: 0.5923629582279236, 32: 0.38476199418369167, 33: 0.5077189301709751}, 1: {0: 0.5970884116949264, 4: 0.6862044040767561, 5: 0.6410256410256411, 6: 0.7367406278432918, 10: 0.75, 16: 0.30877050808530443}, 2: {1: 0.46142071161111575, 2: 0.05555555555555555, 7: 0.6875, 13: 0.3658969787777871, 19: 0.24444444444444446, 21: 0.19527597649509085}}",0.012012720108032227,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
