type,experiment,sources,detected,normalized,per_community,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
netsleuth-cm:walktrap,2,"0,33","2,10,29","OrderedDict([(29, 1.0), (2, 1.0), (10, 1.0), (31, 0.9828581054530016), (6, 0.9143392438272374), (15, 0.8115602053229654), (5, 0.7809194881141152), (30, 0.6989535326874087), (28, 0.6877201969042102), (16, 0.6128007881399322), (18, 0.5856620314050557), (32, 0.5571705979356901), (9, 0.5480055643560506), (33, 0.5231567905129254), (8, 0.3694024764784086), (19, 0.29111933603546736), (21, 0.2911193360354673), (13, 0.29111933603546714), (7, 0.291119336035467), (0, 0.17227036477801294), (22, 0.0), (1, 0.0), (4, 0.0)])","{0: {8: -0.30151134457776385, 9: -0.10540925533894632, 15: 0.18396768845502673, 18: -0.0640633192220882, 22: -0.7071067811865471, 28: 0.047994202941113985, 29: 0.3908702558799331, 30: 0.06032814768072317, 31: 0.37204884929551385, 32: -0.09534625892455896, 33: -0.13269263841795595}, 1: {0: -0.15430334996209194, 1: -0.37796447300922725, 2: 0.920350088147849, 7: -4.602237243358302e-16, 13: -3.031919567882678e-16, 19: -1.8665493557865963e-17, 21: -2.904442324251595e-17}, 2: {4: -0.44721359549995787, 5: 0.3717480344601856, 6: 0.5116672736016934, 10: 0.601500955007545, 16: 0.19543950758485465}}",0.0026798248291015625,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
netsleuth-cm:df_node_similarity,2,"0,33","6,29","OrderedDict([(6, 1.0), (29, 1.0), (31, 0.9828581054530016), (15, 0.8115602053229654), (30, 0.6989535326874087), (28, 0.6877201969042102), (18, 0.5856620314050557), (32, 0.5571705979356901), (9, 0.5480055643560506), (33, 0.5231567905129254), (8, 0.3694024764784086), (16, 0.24025307335204243), (10, 0.24025307335204218), (19, 0.24025307335204196), (13, 0.24025307335204188), (21, 0.24025307335204182), (7, 0.24025307335204135), (4, 0.22180424906769639), (5, 0.1775287560001588), (0, 0.1613275248273046), (2, 0.022956966759133383), (1, 0.0), (22, 0.0)])","{0: {0: -0.09483268216079344, 1: -0.2886751345948127, 2: -0.2610912815492752, 4: -0.022167112200041514, 5: -0.07536615661682121, 6: 0.9128709291752769, 7: -7.67429816094433e-16, 10: 2.090520703854556e-16, 13: -1.7155481851758666e-16, 16: 4.815112890114592e-16, 19: -8.123071322540561e-17, 21: -2.0457775158247667e-16}, 1: {32: -0.09534625892455896, 33: -0.13269263841795595, 8: -0.30151134457776385, 9: -0.10540925533894632, 15: 0.18396768845502673, 18: -0.0640633192220882, 22: -0.7071067811865471, 28: 0.047994202941113985, 29: 0.3908702558799331, 30: 0.06032814768072317, 31: 0.37204884929551385}}",0.0022115707397460938,0,2,0,19,2,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
ensemble:leiden,2,"0,33","1,6,28",{},"{0: {8: 0.5751304303780196, 15: 0.4427996374604235, 18: 0.479643433743981, 22: 0.28205128205128205, 28: 0.6666666666666666, 29: 0.42635398794084806, 30: 0.5345369903325462, 31: 0.5747488253040952, 32: 0.5401019180114144, 33: 0.5182208500140831}, 1: {0: 0.5929917515936736, 1: 0.7519898936063577, 2: 0.7102783022382644, 7: 0.49361855126888793, 9: 0.27130573600519453, 13: 0.7236842105263158, 19: 0.29904306220095694, 21: 0.5055784103527676}, 2: {4: 0.27777777777777773, 5: 0.5936398293713717, 6: 0.6381130812757458, 10: 0.5, 16: 0.5376002627133107}}",0.008928537368774414,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
ensemble:eigenvector,2,"0,33","7,10,31",{},"{0: {8: 0.3823221930141704, 9: 0.48305313683663226, 15: 0.5525713504922706, 18: 0.4772719591863006, 22: 0.28205128205128205, 28: 0.5677817323014034, 29: 0.5641025641025641, 30: 0.5178135707248627, 31: 0.5923629582279236, 32: 0.38476199418369167, 33: 0.5077189301709751}, 1: {0: 0.5970884116949264, 4: 0.6862044040767561, 5: 0.6410256410256411, 6: 0.7367406278432918, 10: 0.75, 16: 0.30877050808530443}, 2: {1: 0.46142071161111575, 2: 0.05555555555555555, 7: 0.6875, 13: 0.3658969787777871, 19: 0.24444444444444446, 21: 0.19527597649509085}}",0.0076656341552734375,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
ensemble:louvain,2,"0,33","2,6,31",{},"{0: {8: 0.3823221930141704, 9: 0.48305313683663226, 15: 0.5525713504922706, 18: 0.4772719591863006, 22: 0.28205128205128205, 28: 0.5677817323014034, 29: 0.5641025641025641, 30: 0.5178135707248627, 31: 0.5923629582279236, 32: 0.38476199418369167, 33: 0.5077189301709751}, 1: {0: 0.39075678825933763, 1: 0.5454545454545454, 2: 0.5707070707070706, 7: 0.4512064453451557, 13: 0.4512064453451557, 19: 0.3697670514057618, 21: 0.3697670514057618}, 2: {4: 0.27777777777777773, 5: 0.5936398293713717, 6: 0.6381130812757458, 10: 0.5, 16: 0.5376002627133107}}",0.007600307464599609,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
ensemble:greedy_modularity,2,"0,33","7,10,28",{},"{0: {32: 0.5401019180114144, 33: 0.5182208500140831, 8: 0.5751304303780196, 15: 0.4427996374604235, 18: 0.479643433743981, 22: 0.28205128205128205, 28: 0.6666666666666666, 29: 0.42635398794084806, 30: 0.5345369903325462, 31: 0.5747488253040952}, 1: {1: 0.49212501807929804, 2: 0.43964801112622776, 19: 0.4875, 21: 0.2856753632667606, 7: 0.6248051693904596, 9: 0.26666666666666666, 13: 0.4999463725407333}, 2: {0: 0.5970884116949264, 16: 0.30877050808530443, 4: 0.6862044040767561, 5: 0.6410256410256411, 6: 0.7367406278432918, 10: 0.75}}",0.008281707763671875,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
ensemble:label_propagation,2,"0,33","16,19,33",{},"{0: {32: 0.5196518425479971, 33: 0.5659208614733674, 2: 0.43091787439613527, 8: 0.5398949453412061, 9: 0.31649413388543823, 13: 0.5085753690622324, 15: 0.42274394193498854, 18: 0.28047503185046474, 22: 0.426418124780583, 28: 0.5389785112540132, 29: 0.38197368033613904, 30: 0.41917174796898915, 31: 0.39901991912150797}, 1: {0: 0.6072752795750168, 1: 0.4228974748854067, 4: 0.28205128205128205, 7: 0.5042735042735043, 10: 0.6153846153846154, 19: 0.6666666666666666, 21: 0.6666666666666666}, 2: {16: 0.6666666666666666, 5: 0.19181741090160886, 6: 0.0}}",0.007936716079711914,1,1,1,20,2,1,23,0.5,0.9523809523809523,0.3333333333333333,0.9130434782608695,0.4
ensemble:infomap,2,"0,33","1,6,28",{},"{0: {8: 0.5751304303780196, 15: 0.4427996374604235, 18: 0.479643433743981, 22: 0.28205128205128205, 28: 0.6666666666666666, 29: 0.42635398794084806, 30: 0.5345369903325462, 31: 0.5747488253040952, 32: 0.5401019180114144, 33: 0.5182208500140831}, 1: {0: 0.5929917515936736, 1: 0.7519898936063577, 2: 0.7102783022382644, 7: 0.49361855126888793, 9: 0.27130573600519453, 13: 0.7236842105263158, 19: 0.29904306220095694, 21: 0.5055784103527676}, 2: {4: 0.27777777777777773, 5: 0.5936398293713717, 6: 0.6381130812757458, 10: 0.5, 16: 0.5376002627133107}}",0.009796619415283203,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
ensemble:surprise_communities,2,"0,33","2,6,8,9,28",{},"{0: {8: 0.6543589743589744, 15: 0.4275548734084049, 18: 0.4275548734084049, 22: 0.4275548734084049, 29: 0.37627282212635355, 30: 0.4408882067417382, 32: 0.5201476068729408, 33: 0.3333333333333333}, 1: {0: 0.39075678825933763, 1: 0.5454545454545454, 2: 0.5707070707070706, 7: 0.4512064453451557, 13: 0.4512064453451557, 19: 0.3697670514057618, 21: 0.3697670514057618}, 2: {4: 0.27777777777777773, 5: 0.5936398293713717, 6: 0.6381130812757458, 10: 0.5, 16: 0.5376002627133107}, 3: {28: 0.3333333333333333, 31: 0.3333333333333333}, 4: {9: 0.0}}",0.008558511734008789,3,2,0,19,5,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
ensemble:walktrap,2,"0,33","2,6,31",{},"{0: {8: 0.3823221930141704, 9: 0.48305313683663226, 15: 0.5525713504922706, 18: 0.4772719591863006, 22: 0.28205128205128205, 28: 0.5677817323014034, 29: 0.5641025641025641, 30: 0.5178135707248627, 31: 0.5923629582279236, 32: 0.38476199418369167, 33: 0.5077189301709751}, 1: {0: 0.39075678825933763, 1: 0.5454545454545454, 2: 0.5707070707070706, 7: 0.4512064453451557, 13: 0.4512064453451557, 19: 0.3697670514057618, 21: 0.3697670514057618}, 2: {4: 0.27777777777777773, 5: 0.5936398293713717, 6: 0.6381130812757458, 10: 0.5, 16: 0.5376002627133107}}",0.008412837982177734,1,2,0,19,3,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
ensemble:df_node_similarity,2,"0,33","6,31",{},"{0: {0: 0.5352573230905829, 1: 0.31033452807646356, 2: 0.28535542858518304, 4: 0.3886748930584078, 5: 0.39773658652812943, 6: 0.6718936678614099, 7: 0.4456757556334761, 10: 0.3948245011531897, 13: 0.4456757556334763, 16: 0.08008435778401414, 19: 0.4048752777362243, 21: 0.40487527773622417}, 1: {32: 0.38476199418369167, 33: 0.5077189301709751, 8: 0.3823221930141704, 9: 0.48305313683663226, 15: 0.5525713504922706, 18: 0.4772719591863006, 22: 0.28205128205128205, 28: 0.5677817323014034, 29: 0.5641025641025641, 30: 0.5178135707248627, 31: 0.5923629582279236}}",0.0075571537017822266,0,2,0,19,2,2,23,0.0,0.9047619047619048,0.0,0.8260869565217391,0
ensemble-centralities:leiden,2,"0,33","2,5,33",{},"{0: {8: 0.07142857142857142, 15: 0.0, 18: 0.0, 22: 0.0, 28: 0.0, 29: 0.0, 30: 0.07142857142857142, 31: 0.08658008658008658, 32: 0.7316017316017316, 33: 1.0}, 1: {0: 0.881578947368421, 1: 0.881578947368421, 2: 0.9, 7: 0.2, 9: 0.0, 13: 0.2, 19: 0.1, 21: 0.1}, 2: {4: 0.16666666666666666, 5: 1.0, 6: 1.0, 10: 0.16666666666666666, 16: 0.0}}",0.0028657913208007812,1,1,1,20,2,1,23,0.5,0.9523809523809523,0.3333333333333333,0.9130434782608695,0.4
ensemble-centralities:eigenvector,2,"0,33","1,5,33",{},"{0: {8: 0.11111111111111113, 9: 0.0, 15: 0.05555555555555556, 18: 0.05555555555555556, 22: 0.05555555555555556, 28: 0.05555555555555556, 29: 0.05555555555555556, 30: 0.11111111111111113, 31: 0.12091503267973858, 32: 0.5849673202614379, 33: 1.0}, 1: {0: 0.6818181818181818, 4: 0.34090909090909094, 5: 1.0, 6: 1.0, 10: 0.34090909090909094, 16: 0.0}, 2: {1: 1.0, 2: 0.2833333333333334, 7: 0.125, 13: 0.125, 19: 0.0, 21: 0.0}}",0.002947568893432617,1,1,1,20,2,1,23,0.5,0.9523809523809523,0.3333333333333333,0.9130434782608695,0.4
ensemble-centralities:louvain,2,"0,33","0,5,33",{},"{0: {8: 0.11111111111111113, 9: 0.0, 15: 0.05555555555555556, 18: 0.05555555555555556, 22: 0.05555555555555556, 28: 0.05555555555555556, 29: 0.05555555555555556, 30: 0.11111111111111113, 31: 0.12091503267973858, 32: 0.5849673202614379, 33: 1.0}, 1: {0: 1.0, 1: 1.0, 2: 0.2934782608695652, 7: 0.125, 13: 0.125, 19: 0.0, 21: 0.0}, 2: {4: 0.16666666666666666, 5: 1.0, 6: 1.0, 10: 0.16666666666666666, 16: 0.0}}",0.003529071807861328,1,0,2,21,1,0,23,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:greedy_modularity,2,"0,33","1,5,33",{},"{0: {32: 0.7316017316017316, 33: 1.0, 8: 0.07142857142857142, 15: 0.0, 18: 0.0, 22: 0.0, 28: 0.0, 29: 0.0, 30: 0.07142857142857142, 31: 0.08658008658008658}, 1: {1: 1.0, 2: 0.6644736842105263, 19: 0.0, 21: 0.0, 7: 0.125, 9: 0.0, 13: 0.125}, 2: {0: 0.6818181818181818, 16: 0.0, 4: 0.34090909090909094, 5: 1.0, 6: 1.0, 10: 0.34090909090909094}}",0.0027904510498046875,1,1,1,20,2,1,23,0.5,0.9523809523809523,0.3333333333333333,0.9130434782608695,0.4
ensemble-centralities:label_propagation,2,"0,33","0,16,33",{},"{0: {32: 0.6314420803782506, 33: 1.0, 2: 0.2358156028368794, 8: 0.12228132387706855, 9: 0.003191489361702128, 13: 0.003191489361702128, 15: 0.0, 18: 0.0, 22: 0.0, 28: 0.066725768321513, 29: 0.0, 30: 0.05555555555555556, 31: 0.06087470449172577}, 1: {0: 1.0, 1: 0.3289473684210526, 4: 0.0, 7: 0.0, 10: 0.0, 19: 0.0, 21: 0.0}, 2: {16: 0.0, 5: 0.0, 6: 0.0}}",0.0029630661010742188,1,0,2,21,1,0,23,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:infomap,2,"0,33","2,5,33",{},"{0: {8: 0.07142857142857142, 15: 0.0, 18: 0.0, 22: 0.0, 28: 0.0, 29: 0.0, 30: 0.07142857142857142, 31: 0.08658008658008658, 32: 0.7316017316017316, 33: 1.0}, 1: {0: 0.881578947368421, 1: 0.881578947368421, 2: 0.9, 7: 0.2, 9: 0.0, 13: 0.2, 19: 0.1, 21: 0.1}, 2: {4: 0.16666666666666666, 5: 1.0, 6: 1.0, 10: 0.16666666666666666, 16: 0.0}}",0.0028204917907714844,1,1,1,20,2,1,23,0.5,0.9523809523809523,0.3333333333333333,0.9130434782608695,0.4
ensemble-centralities:surprise_communities,2,"0,33","0,5,9,28,32",{},"{0: {8: 0.09999999999999999, 15: 0.0, 18: 0.0, 22: 0.0, 29: 0.0, 30: 0.09999999999999999, 32: 1.0, 33: 1.0}, 1: {0: 1.0, 1: 1.0, 2: 0.2934782608695652, 7: 0.125, 13: 0.125, 19: 0.0, 21: 0.0}, 2: {4: 0.16666666666666666, 5: 1.0, 6: 1.0, 10: 0.16666666666666666, 16: 0.0}, 3: {28: 0.0, 31: 0.0}, 4: {9: 0.0}}",0.0027801990509033203,3,1,1,20,4,1,23,0.5,0.9523809523809523,0.2,0.9130434782608695,0.28571428571428575
ensemble-centralities:walktrap,2,"0,33","0,5,33",{},"{0: {8: 0.11111111111111113, 9: 0.0, 15: 0.05555555555555556, 18: 0.05555555555555556, 22: 0.05555555555555556, 28: 0.05555555555555556, 29: 0.05555555555555556, 30: 0.11111111111111113, 31: 0.12091503267973858, 32: 0.5849673202614379, 33: 1.0}, 1: {0: 1.0, 1: 1.0, 2: 0.2934782608695652, 7: 0.125, 13: 0.125, 19: 0.0, 21: 0.0}, 2: {4: 0.16666666666666666, 5: 1.0, 6: 1.0, 10: 0.16666666666666666, 16: 0.0}}",0.002813577651977539,1,0,2,21,1,0,23,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:df_node_similarity,2,"0,33","0,33",{},"{0: {0: 1.0, 1: 0.3055555555555555, 2: 0.12983091787439613, 4: 0.06733091787439612, 5: 0.19504830917874397, 6: 0.19504830917874397, 7: 0.06249999999999998, 10: 0.06733091787439612, 13: 0.06249999999999998, 16: 0.0, 19: 0.0, 21: 0.0}, 1: {32: 0.5849673202614379, 33: 1.0, 8: 0.11111111111111113, 9: 0.0, 15: 0.05555555555555556, 18: 0.05555555555555556, 22: 0.05555555555555556, 28: 0.05555555555555556, 29: 0.05555555555555556, 30: 0.11111111111111113, 31: 0.12091503267973858}}",0.0031156539916992188,0,0,2,21,0,0,23,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:leiden,3,"0,32,33","0,1,33","OrderedDict([(33, 1.0), (32, 0.0), (15, 0.0), (27, 0.0), (28, 0.0), (0, 0.0), (10, 0.0), (4, 0.0), (1, 0.0), (2, 0.0), (7, 0.0)])","{0: {33: 0.8333333333333333, 32: 0.0, 15: 0.0, 27: 0.0, 28: 0.0}, 1: {0: 0.0, 4: 0.0, 10: 0.0}, 2: {1: 0.0, 2: 0.0, 7: 0.0}}",0.0016448497772216797,1,2,2,7,1,1,11,0.6666666666666666,0.875,0.6666666666666666,0.8181818181818182,0.6666666666666666
centrality-cm:betweenness:eigenvector,3,"0,32,33","0,1,33","OrderedDict([(33, 1.0), (32, 0.0), (15, 0.0), (27, 0.0), (28, 0.0), (0, 0.0), (10, 0.0), (4, 0.0), (1, 0.0), (2, 0.0), (7, 0.0)])","{0: {33: 0.8333333333333333, 32: 0.0, 15: 0.0, 27: 0.0, 28: 0.0}, 1: {0: 0.0, 4: 0.0, 10: 0.0}, 2: {1: 0.0, 2: 0.0, 7: 0.0}}",0.004351377487182617,1,2,2,7,1,1,11,0.6666666666666666,0.875,0.6666666666666666,0.8181818181818182,0.6666666666666666
centrality-cm:betweenness:louvain,3,"0,32,33","0,1,33","OrderedDict([(33, 1.0), (32, 0.0), (15, 0.0), (27, 0.0), (28, 0.0), (0, 0.0), (10, 0.0), (4, 0.0), (1, 0.0), (2, 0.0), (7, 0.0)])","{0: {33: 0.8333333333333333, 32: 0.0, 15: 0.0, 27: 0.0, 28: 0.0}, 1: {0: 0.0, 4: 0.0, 10: 0.0}, 2: {1: 0.0, 2: 0.0, 7: 0.0}}",0.0013489723205566406,1,2,2,7,1,1,11,0.6666666666666666,0.875,0.6666666666666666,0.8181818181818182,0.6666666666666666
centrality-cm:betweenness:greedy_modularity,3,"0,32,33","0,1,33","OrderedDict([(33, 1.0), (32, 0.0), (15, 0.0), (27, 0.0), (28, 0.0), (1, 0.0), (2, 0.0), (7, 0.0), (0, 0.0), (10, 0.0), (4, 0.0)])","{0: {32: 0.0, 33: 0.8333333333333333, 27: 0.0, 28: 0.0, 15: 0.0}, 1: {1: 0.0, 2: 0.0, 7: 0.0}, 2: {0: 0.0, 10: 0.0, 4: 0.0}}",0.0013206005096435547,1,2,2,7,1,1,11,0.6666666666666666,0.875,0.6666666666666666,0.8181818181818182,0.6666666666666666
centrality-cm:betweenness:label_propagation,3,"0,32,33","2,10","OrderedDict([(2, 1.0), (32, 0.3232323232323232), (33, 0.21212121212121213), (27, 0.0808080808080808), (28, 0.0808080808080808), (0, 0.0), (1, 0.0), (7, 0.0), (15, 0.0), (10, 0.0), (4, 0.0)])","{0: {0: 0.0, 1: 0.0, 2: 0.5892857142857143, 32: 0.19047619047619047, 33: 0.125, 7: 0.0, 15: 0.0, 27: 0.047619047619047616, 28: 0.047619047619047616}, 1: {10: 0.0, 4: 0.0}}",0.0014390945434570312,1,0,0,5,2,3,11,0.0,0.625,0.0,0.45454545454545453,0
centrality-cm:betweenness:infomap,3,"0,32,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 0.4285714285714286), (32, 0.38095238095238093), (27, 0.09523809523809523), (28, 0.09523809523809523), (15, 0.0), (1, 0.0), (4, 0.0), (7, 0.0), (10, 0.0)])","{0: {2: 0.15000000000000002, 33: 0.35000000000000003, 32: 0.13333333333333333, 15: 0.0, 27: 0.03333333333333333, 28: 0.03333333333333333}, 1: {0: 0.6666666666666666, 1: 0.0, 4: 0.0, 7: 0.0, 10: 0.0}}",0.03569841384887695,0,0,2,7,0,1,11,0.6666666666666666,0.875,1.0,0.8181818181818182,0.8
centrality-cm:betweenness:surprise_communities,3,"0,32,33","0,10,27,28,32","OrderedDict([(0, 0.0), (1, 0.0), (2, 0.0), (7, 0.0), (32, 0.0), (33, 0.0), (15, 0.0), (10, 0.0), (4, 0.0), (28, 0.0), (27, 0.0)])","{0: {0: 0.0, 1: 0.0, 2: 0.0, 7: 0.0}, 1: {33: 0.0, 32: 0.0, 15: 0.0}, 2: {4: 0.0, 10: 0.0}, 3: {28: 0.0}, 4: {27: 0.0}}",0.002109050750732422,3,1,2,7,3,1,11,0.6666666666666666,0.875,0.4,0.8181818181818182,0.5
centrality-cm:betweenness:walktrap,3,"0,32,33","0,33","OrderedDict([(0, 1.0), (33, 1.0), (1, 0.0), (2, 0.0), (4, 0.0), (7, 0.0), (10, 0.0), (32, 0.0), (15, 0.0), (27, 0.0), (28, 0.0)])","{0: {0: 0.6000000000000001, 1: 0.0, 2: 0.0, 4: 0.0, 7: 0.0, 10: 0.0}, 1: {33: 0.8333333333333333, 32: 0.0, 15: 0.0, 27: 0.0, 28: 0.0}}",0.0018320083618164062,0,0,2,7,0,1,11,0.6666666666666666,0.875,1.0,0.8181818181818182,0.8
centrality-cm:betweenness:df_node_similarity,3,"0,32,33","0,10,33","OrderedDict([(33, 1.0), (0, 0.0), (1, 0.0), (2, 0.0), (7, 0.0), (10, 0.0), (4, 0.0), (32, 0.0), (15, 0.0), (27, 0.0), (28, 0.0)])","{0: {0: 0.0, 1: 0.0, 2: 0.0, 7: 0.0}, 1: {10: 0.0, 4: 0.0}, 2: {32: 0.0, 33: 0.8333333333333333, 27: 0.0, 28: 0.0, 15: 0.0}}",0.0030503273010253906,1,3,2,7,1,1,11,0.6666666666666666,0.875,0.6666666666666666,0.8181818181818182,0.6666666666666666
rumor:leiden,3,"0,32,33","0,2,33","OrderedDict([(33, 1.0), (15, 0.11111111111111106), (32, 0.11111111111111106), (28, 0.0), (27, 0.0), (0, 0.0), (4, 0.0), (10, 0.0), (2, 0.0), (1, 0.0), (7, 0.0)])","{0: {33: 0.2, 32: 0.06666666666666667, 15: 0.06666666666666667, 27: 0.05, 28: 0.05}, 1: {0: 0.3333333333333333, 4: 0.3333333333333333, 10: 0.3333333333333333}, 2: {1: 0.3333333333333333, 2: 0.3333333333333333, 7: 0.3333333333333333}}",0.0013079643249511719,1,1,2,7,1,1,11,0.6666666666666666,0.875,0.6666666666666666,0.8181818181818182,0.6666666666666666
rumor:eigenvector,3,"0,32,33","0,2,33","OrderedDict([(33, 1.0), (32, 0.11111111111111106), (15, 0.11111111111111106), (28, 0.0), (27, 0.0), (0, 0.0), (10, 0.0), (4, 0.0), (2, 0.0), (1, 0.0), (7, 0.0)])","{0: {33: 0.2, 32: 0.06666666666666667, 15: 0.06666666666666667, 27: 0.05, 28: 0.05}, 1: {0: 0.3333333333333333, 4: 0.3333333333333333, 10: 0.3333333333333333}, 2: {1: 0.3333333333333333, 2: 0.3333333333333333, 7: 0.3333333333333333}}",0.0011305809020996094,1,1,2,7,1,1,11,0.6666666666666666,0.875,0.6666666666666666,0.8181818181818182,0.6666666666666666
rumor:louvain,3,"0,32,33","1,10,33","OrderedDict([(33, 1.0), (15, 0.11111111111111106), (32, 0.11111111111111106), (28, 0.0), (27, 0.0), (10, 0.0), (4, 0.0), (0, 0.0), (1, 0.0), (7, 0.0), (2, 0.0)])","{0: {33: 0.2, 32: 0.06666666666666667, 15: 0.06666666666666667, 27: 0.05, 28: 0.05}, 1: {0: 0.3333333333333333, 4: 0.3333333333333333, 10: 0.3333333333333333}, 2: {1: 0.3333333333333333, 2: 0.3333333333333333, 7: 0.3333333333333333}}",0.0011796951293945312,1,3,1,6,2,2,11,0.3333333333333333,0.75,0.3333333333333333,0.6363636363636364,0.3333333333333333
rumor:greedy_modularity,3,"0,32,33","2,10,33","OrderedDict([(33, 1.0), (15, 0.11111111111111106), (32, 0.11111111111111106), (27, 0.0), (28, 0.0), (2, 0.0), (7, 0.0), (1, 0.0), (10, 0.0), (0, 0.0), (4, 0.0)])","{0: {32: 0.06666666666666667, 33: 0.2, 27: 0.05, 28: 0.05, 15: 0.06666666666666667}, 1: {1: 0.3333333333333333, 2: 0.3333333333333333, 7: 0.3333333333333333}, 2: {0: 0.3333333333333333, 10: 0.3333333333333333, 4: 0.3333333333333333}}",0.0012080669403076172,1,2,1,6,2,2,11,0.3333333333333333,0.75,0.3333333333333333,0.6363636363636364,0.3333333333333333
rumor:label_propagation,3,"0,32,33","2,4","OrderedDict([(2, 1.0), (32, 0.6428571428571429), (27, 0.2857142857142857), (28, 0.2857142857142857), (33, 0.14285714285714288), (0, 0.10714285714285714), (1, 0.10714285714285714), (7, 0.10714285714285714), (15, 0.0), (4, 0.0), (10, 0.0)])","{0: {0: 0.004629629629629629, 1: 0.004629629629629629, 2: 0.027777777777777776, 32: 0.018518518518518517, 33: 0.005555555555555556, 7: 0.004629629629629629, 15: 0.001851851851851852, 27: 0.009259259259259259, 28: 0.009259259259259259}, 1: {10: 0.5, 4: 0.5}}",0.0016515254974365234,1,0,0,5,2,3,11,0.0,0.625,0.0,0.45454545454545453,0
rumor:infomap,3,"0,32,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.5), (2, 0.25), (28, 0.0), (15, 0.0), (27, 0.0), (4, 0.0), (10, 0.0), (7, 0.0), (1, 0.0)])","{0: {2: 0.041666666666666664, 33: 0.08333333333333333, 32: 0.05555555555555555, 15: 0.027777777777777776, 27: 0.027777777777777776, 28: 0.027777777777777776}, 1: {0: 0.2, 1: 0.06666666666666667, 4: 0.06666666666666667, 7: 0.06666666666666667, 10: 0.06666666666666667}}",0.0013551712036132812,0,0,2,7,0,1,11,0.6666666666666666,0.875,1.0,0.8181818181818182,0.8
rumor:surprise_communities,3,"0,32,33","1,10,15,27,28","OrderedDict([(1, 0.0), (2, 0.0), (7, 0.0), (0, 0.0), (15, 0.0), (33, 0.0), (32, 0.0), (10, 0.0), (4, 0.0), (28, 0.0), (27, 0.0)])","{0: {0: 0.25, 1: 0.25, 2: 0.25, 7: 0.25}, 1: {33: 0.3333333333333333, 32: 0.3333333333333333, 15: 0.3333333333333333}, 2: {4: 0.5, 10: 0.5}, 3: {28: 1.0}, 4: {27: 1.0}}",0.0011951923370361328,3,3,0,5,5,3,11,0.0,0.625,0.0,0.45454545454545453,0
