method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN,ALL
label_propagation,0.2,0.928091403450425,0.4987569431703193,0.05156117626952833,0.09346046860543865,104,40688,2355,871,"[12, 11, 9, 4, 8, 3, 4, 4, 12, 2, 11, 12, 3, 9, 2526, 2654, 2693, 2842, 3314, 2545, 3011, 3365, 2955, 2967, 3128, 3199, 2395, 3094, 102, 354, 126, 89, 256, 205, 104, 117, 103, 333, 109, 185, 171, 101, 19, 20, 21, 1, 31, 0, 1, 1, 358, 1, 370, 23, 0, 25]"
infomap,0.2,0.9769655461629306,0.4874563932053425,0.5595237140706872,0.5210097301339602,90,42843,200,885,"[8, 9, 11, 4, 9, 3, 4, 4, 6, 2, 7, 13, 3, 7, 2624, 3008, 2792, 2929, 3548, 2695, 3113, 3480, 3058, 3256, 3237, 3357, 2551, 3195, 4, 0, 27, 2, 22, 55, 2, 2, 0, 44, 0, 27, 15, 0, 23, 22, 19, 1, 30, 0, 1, 1, 364, 1, 374, 22, 0, 27]"
surprise_communities,0.2,0.7855063751643574,0.6729082435304167,0.040020818802993595,0.07554843899119147,383,34184,8859,592,"[19, 17, 16, 4, 19, 3, 5, 5, 128, 2, 124, 20, 3, 18, 2114, 2338, 2197, 2415, 2833, 2133, 2450, 2796, 2495, 2564, 2655, 2679, 1992, 2523, 514, 670, 622, 516, 737, 617, 665, 686, 563, 736, 582, 705, 574, 672, 12, 14, 14, 1, 20, 0, 0, 0, 242, 1, 257, 15, 0, 16]"
walktrap,0.2,0.8579634688802126,0.5646150139136311,0.038407741218985145,0.07192294870524202,229,37481,5562,746,"[14, 17, 9, 4, 13, 3, 4, 4, 64, 2, 62, 16, 3, 14, 2301, 2571, 2440, 2579, 3103, 2367, 2767, 3041, 2699, 2771, 2836, 2926, 2243, 2837, 327, 437, 379, 352, 467, 383, 348, 441, 359, 529, 401, 458, 323, 358, 17, 14, 21, 1, 26, 0, 1, 1, 306, 1, 319, 19, 0, 20]"
df_node_similarity,0.2,0.9752361532049176,0.5730823804409245,0.519991041780904,0.54524736943294,86,42775,268,889,"[8, 10, 8, 4, 8, 3, 4, 4, 8, 2, 8, 8, 3, 8, 2618, 2959, 2808, 2929, 3558, 2678, 3112, 3478, 3058, 3227, 3237, 3367, 2551, 3195, 10, 49, 11, 2, 12, 72, 3, 4, 0, 73, 0, 17, 15, 0, 23, 21, 22, 1, 31, 0, 1, 1, 362, 1, 373, 27, 0, 26]"
leiden,0.25,0.9352132033209076,0.5158352413293149,0.06891942417753791,0.1215931052797425,154,40945,2098,821,"[13, 11, 9, 4, 9, 3, 4, 4, 33, 2, 36, 12, 3, 11, 2517, 2849, 2651, 2823, 3377, 2576, 2981, 3327, 2936, 3098, 3091, 3190, 2445, 3084, 111, 159, 168, 108, 193, 174, 134, 155, 122, 202, 146, 194, 121, 111, 18, 20, 21, 1, 30, 0, 1, 1, 337, 1, 345, 23, 0, 23]"
eigenvector,0.25,0.9479149551258559,0.5156674068388615,0.09469874589431082,0.16001233524349573,150,41523,1520,825,"[10, 11, 12, 4, 8, 3, 4, 4, 37, 2, 28, 11, 3, 13, 2554, 2881, 2721, 2876, 3491, 2599, 2981, 3343, 2967, 3147, 3139, 3272, 2433, 3119, 74, 127, 98, 55, 79, 151, 134, 139, 91, 153, 98, 112, 133, 76, 21, 20, 18, 1, 31, 0, 1, 1, 333, 1, 353, 24, 0, 21]"
louvain,0.25,0.9373583845459444,0.5246958884932387,0.0657106279392713,0.11679443011020972,129,41060,1983,846,"[13, 10, 9, 4, 10, 3, 5, 4, 19, 2, 24, 12, 3, 11, 2545, 2851, 2717, 2809, 3398, 2562, 2983, 3319, 2929, 3088, 3114, 3225, 2442, 3078, 83, 157, 102, 122, 172, 188, 132, 163, 129, 212, 123, 159, 124, 117, 18, 21, 21, 1, 29, 0, 0, 1, 351, 1, 357, 23, 0, 23]"
greedy_modularity,0.25,0.9553042364992177,0.46550519732473755,0.0892833041717104,0.14982950084275573,97,41895,1148,878,"[10, 5, 7, 4, 6, 3, 4, 4, 16, 2, 16, 7, 3, 10, 2569, 2931, 2742, 2860, 3454, 2618, 3047, 3375, 2996, 3185, 3179, 3329, 2466, 3144, 59, 77, 77, 71, 116, 132, 68, 107, 62, 115, 58, 55, 100, 51, 21, 26, 23, 1, 33, 0, 1, 1, 354, 1, 365, 28, 0, 24]"
label_propagation,0.25,0.9377144883561648,0.492332976971816,0.058640314460887466,0.10479840325479167,100,41112,1931,875,"[12, 10, 9, 4, 7, 3, 4, 4, 12, 2, 10, 12, 3, 8, 2536, 2720, 2712, 2855, 3359, 2586, 3029, 3382, 2979, 3047, 3145, 3225, 2432, 3105, 92, 288, 107, 76, 211, 164, 86, 100, 79, 253, 92, 159, 134, 90, 19, 21, 21, 1, 32, 0, 1, 1, 358, 1, 371, 23, 0, 26]"
